text,intensity,source,abuse,censure,discrimination,hate,sexual,violence,사전_유해성,AI_유해성,유해_단어,대체_제안형식,대체_문장
갑질이나 하고 다니는 주제에 방송은 하고 싶나 봐?,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""갑질"", ""주제에""],
  ""대체 제안 형식"": ""부정적인 감정은 유지하되, 상대방을 직접적으로 공격하는 표현을 완화하여 질문 형태로 전환"",
  ""대체 문장"": ""어려운 상황에서도 방송을 하고 싶다는 생각이 드는 건가?""
}
```"
남 그릇에 젓가락 찔러대는 너따위가 할 소린 아니지.,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""너따위가""],
  ""대체 제안 형식"": ""감정은 유지하되, 상대를 경시하는 표현을 완화한 형태로 대체"",
  ""대체 문장"": ""당신이 그렇게 말할 위치는 아닌 것 같아요.""
}
```"
기분 나빠도 저렇게 티 내면 안 되지.,1,윤리검증,0,1,0,0,0,0,0,0,,,
"바로 에로 비제이, 투잡 오피 뛰어서 내 집 장만할 거임.",1,윤리검증,0,1,0,0,1,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""에로"", ""비제이"", ""투잡"", ""오피""],
  ""대체 제안 형식"": ""내용을 더 일반적인 표현으로 바꾸어, 의도를 유지하면서 부적절한 표현을 제거"",
  ""대체 문장"": ""바로 콘텐츠 제작을 통해 내 집 장만할 거임.""
}
```"
"야; 너는 종교 강요하는게 딱 예수쟁이 티를 못 벗냐, 어휴;",2,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""예수쟁이""],
  ""대체 제안 형식"": ""부정적인 표현을 감정은 유지하면서 중립적인 질문 형태로 대체"",
  ""대체 문장"": ""야; 너는 종교에 대해 강요하는 것 같아, 왜 그런지 궁금해.""
}
```"
남미새들 좀 내 인생에서 꺼졌으면 좋겠다,0,윤리검증,0,0,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""꺼졌으면 좋겠다""],
  ""대체 제안 형식"": ""감정을 유지하면서 부정적인 표현을 완화된 요청 형태로 변경"",
  ""대체 문장"": ""남미새들이 내 삶에서 조금 멀어졌으면 좋겠어.""
}
```"
지금 다니고 있는데 김치들 짜증남,1,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""치""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 사람에 대한 저속한 표현은 피하고 구체적으로 감정을 설명"",
  ""대체 문장"": ""지금 다니고 있는데 김치가 좀 불만스럽네요.""
}
```"
방구석에서 상상의 나래를 펼치는 워리어들,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""워리어들""],
  ""대체 제안 형식"": ""의미를 유지하면서 부정적인 뉘앙스를 줄이기 위해 좀 더 중립적인 표현으로 대체"",
  ""대체 문장"": ""방구석에서 상상의 나래를 펼치는 친구들""
}
```"
이런 인간 말종한테 돈을 주다니 공무원들 진짜 무슨 생각이야?,3,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""말종""],
  ""대체 제안 형식"": ""부적절한 표현을 사회적 비판으로 대체"",
  ""대체 문장"": ""이런 사람에게 돈을 주다니, 공무원들은 정말 무슨 생각을 하고 있는 거야?""
}
```"
문과들은 대학 나와서 치킨집 하게 된다던데.,1,윤리검증,0,1,0,0,0,0,1,1,['치킨집'],"유머를 유지하되, 특정 직업을 언급하지 않고 일반적인 진로 관련 질문으로 대체",문과 학생들은 대학 졸업 후 어떤 일을 하게 될까 하는 이야기가 많더라.
왜 남들 앞에서 남 망신 시키는건지..,0,윤리검증,0,0,0,0,0,0,0,0,,,
하 어제 보이스피싱 전화 때문에 대학 합격 전화 못받았다,0,윤리검증,0,0,0,0,0,0,0,0,,,
벌레새퀴들은 참 열심히 살아.,2,윤리검증,0,0,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""벌레새퀴""],
  ""대체 제안 형식"": ""부정적인 감정을 완화하여 긍정적인 표현으로 대체"",
  ""대체 문장"": ""작은 생명체들은 참 열심히 살아.""
}
```"
계란이라 적어라 기레기야 기사 제목이 퀴즈냐,0,윤리검증,0,0,0,0,0,0,0,1,['기레기'],"비판적인 의견을 유지하되, 공격적인 표현을 완화하여 질문 형태로 변경",왜 제목이 이렇게 되어 있나요? 좀 더 이해하기 쉽게 해주면 좋겠어요.
너무 불쌍하지 않아?,0,윤리검증,0,0,0,0,0,0,1,0,,,"json
{
  ""문장중 유해한 단어들"": [""불쌍""],
  ""대체 제안 형식"": ""의도의 부정적 뉘앙스를 제거하고 긍정적인 표현으로 대체"",
  ""대체 문장"": ""상대방이 힘든 상황일까요?""
}"
자기도 다른 나라에서 들여온거 많이 이용했을 거면서 ㅋㅋㅋ,0,윤리검증,0,0,0,0,0,0,0,0,,,
김과장이 치킨 배달 시킨거야?,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""치""],
  ""대체 제안 형식"": ""원문의 의도를 유지하되, 부정적인 뉘앙스를 삭제하고 긍정적인 질문 형태로 수정"",
  ""대체 문장"": ""김과장이 치킨을 시킨 거야?""
}
```"
우린 대마 합법화하면 교통사고 살인상해 따따블로 증가해,0,윤리검증,0,0,0,0,0,0,0,0,,,
너 뇌가 그냥 굳었구나?,1,윤리검증,0,1,0,0,0,0,0,1,['뇌가 그냥 굳었구나'],비판보다 이해를 구하는 방식으로 수정,왜 그렇게 생각해? 좀 더 쉽게 설명해줄 수 있어?
어휴 한심한 소리만 골라서해요 돼지,3,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""돼지""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하고 감정을 유지하며, 비하하는 표현을 피함"",
  ""대체 문장"": ""어휴 한심한 소리만 골라서 해요.""
}
```"
틀딱아 요즘 젊은이들은 이런거 안 해,1,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""틀딱아""],
  ""대체 제안 형식"": ""부정적인 표현을 보다 중립적이고 친근한 표현으로 바꿈"",
  ""대체 문장"": ""요즘 젊은이들은 이런 거 안 하더라고.""
}
```"
근데 남편은 잘 생겼는데 아내는 얼굴 왜 이렇게 빻았냐 ㅋㅋㅋ,3,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""빻았냐""],
  ""대체 제안 형식"": ""감정은 유지하되, 비하하는 표현을 중립적인 질문 형식으로 대체"",
  ""대체 문장"": ""근데 남편은 잘 생겼는데 아내는 왜 그렇게 보이냐? ㅋㅋㅋ""
}
```"
정말 윗층에서 내려오거나 그런확률은 없는거죠??,0,윤리검증,0,0,0,0,0,0,0,0,,,
한국 여자들은 카페 이런거 너무 개환장해,1,윤리검증,0,1,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""개환장해""],
  ""대체 제안 형식"": ""감정은 유지하되, 강한 비속어 대신 좀 더 중립적인 표현으로 대체"",
  ""대체 문장"": ""한국 여자들은 카페 이런 거 너무 좋아해.""
}
```"
남편말구 남자친구 만들려고 그래?? ㅋㅋ,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""남편말구 남자친구""],
  ""대체 제안 형식"": ""유머의 톤은 유지하되, 특정 인물을 비하하는 표현 대신 일반적인 질문 형태로 대체"",
  ""대체 문장"": ""남자친구 생기면 재미있을 것 같아? ㅋㅋ""
}
```"
서로 볼 꼴 못 볼 꼴 다 보면서 같이 살고 싶나?,1,윤리검증,0,1,0,0,0,0,0,0,,,
아 구내식당 가기 싫은데,0,윤리검증,0,0,0,0,0,0,0,0,,,
우리 학교 오늘 입학식에 81세 할배도 입학했더라ㅋㅋ교육이 산으로 가네,1,윤리검증,0,0,1,1,0,0,1,1,['할배'],어르신을 존중하는 표현으로 대체,우리 학교 오늘 입학식에 81세 어르신도 입학했더라ㅋㅋ교육이 산으로 가네
인내심이 바닥났다.도대체 밥은 언제나와?,0,윤리검증,0,0,0,0,0,0,0,0,,,
"빈민은 오징어 살 돈도, 임플란트 박을 능력도 없으니 내가 더 나음",2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""빈민""],
  ""대체 제안 형식"": ""사회적 약자를 비하하지 않도록 표현을 수정하고, 긍정적인 메시지를 담는 방식으로 재구성"",
  ""대체 문장"": ""재정적으로 어려운 분들은 치료를 받기 어려우니, 내가 더 좋은 상황에 있는 것 같아.""
}
```"
우리 집에 버릇없는 꼬맹이가 있는데 그 성질을 고칠 획기적인 처벌 없냐,1,윤리검증,0,1,0,0,0,1,0,0,,,
잘하는 것도 없고 인생에 하나도 발전 없는 애들이나 하는 거야,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""애들"", ""하지 않는""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하여 긍정적인 방향으로 유도"",
  ""대체 문장"": ""주변에서 잘 나아가고 있는 사람들과 비교할 필요는 없어요.""
}
```"
얜 아직도 여자 정신연령이랑 지능이 나이에 비례한다고 믿네?,0,윤리검증,0,0,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""정신연령"", ""지능""],
  ""대체 제안 형식"": ""부적절한 표현을 완화하여 호기심을 묻는 질문 형태로 대체"",
  ""대체 문장"": ""그런 믿음을 가지는 이유가 무엇인지 궁금해.""
}
```"
그렇다고 너처럼 용감하기만 하면 뭐하냐?,2,윤리검증,0,1,0,0,0,0,0,0,,,
오랜만에 가는 해외여행이라 기대돼.,0,윤리검증,0,0,0,0,0,0,0,0,,,
필터빨이라도 예쁜 학생인 척좀 해보자 얘~,0,윤리검증,0,0,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""필터빨"", ""예쁜 학생인 척""],
  ""대체 제안 형식"": ""부정적인 표현을 제거하고, 긍정적인 조언으로 대체"",
  ""대체 문장"": ""우리도 멋진 모습을 보여주자!""
}
```"
"그러게, 입에서 군침이 돈다.",0,윤리검증,0,0,0,0,0,0,0,0,,,
왜? 또 뭔 짓거리길래?,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""짓거리""],
  ""대체 제안 형식"": ""의도를 유지하되, 부정적인 뉘앙스를 줄인 질문 형태로 대체"",
  ""대체 문장"": ""왜? 또 무슨 일이 있었던 거야?""
}
```"
동심부터 자본에 갑질당하는 씁쓸한 현실이다.,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""갑질""],
  ""대체 제안 형식"": ""부정적인 상황을 설명하되, 특정 단어를 사용하지 않음"",
  ""대체 문장"": ""어린 시절부터 자본의 압박을 받는 씁쓸한 현실이다.""
}
```"
아 뭐 대단한건줄 알았는데 유난 떠는거였네ㅋㅋ 그건 왜 하는거임? 보여주기식 ?,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""대단한건줄 알았는데"", ""유난 떠는거"", ""보여주기식""],
  ""대체 제안 형식"": ""조금 더 부드러운 표현으로 바꿔서 의문을 제기"",
  ""대체 문장"": ""아, 이게 그렇게 특별한 줄 모르겠네. 왜 그렇게 행동하는 걸까?""
}
```"
나는 귀모양이 안 예뻐서 항상 가리고 다니잖아.,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""귀모양이 안 예뻐서""],
  ""대체 제안 형식"": ""자신을 숨기려는 감정을 표현하되, 외모에 대한 부정적인 판단을 피함"",
  ""대체 문장"": ""나는 내 외모에 자신이 없어서 가끔은 가리고 다니곤 해.""
}
```"
나 이번에 일본 유학 가는데 일본 어땠어?,0,윤리검증,0,0,0,0,0,0,0,0,,,
지가 교사라서 부심부리고싶었냐?ㅋㅋ,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""부심부리다""],
  ""대체 제안 형식"": ""감정은 유지하되, 비하의 뉘앙스를 줄이고 의문형으로 변경"",
  ""대체 문장"": ""교사로서 뿌듯함이 있었던 건가?ㅋㅋ""
}
```"
명문대는 나와야 저런 짓거리도 하는구낰ㅋㅋㅋ,2,윤리검증,0,1,0,0,0,0,1,1,['짓거리'],"유머를 유지하되, 부정적인 표현을 더 중립적인 단어로 대체",명문대는 나와야 저런 행동도 하는구나ㅋㅋㅋ
교수님은 학생 생각 1도 안하더라 이기적 극치임,1,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""이기적 극치임""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 좀 더 중립적인 언어로 변경"",
  ""대체 문장"": ""교수님은 학생들의 생각을 고려하지 않는 것 같아요.""
}
```"
그러게 좀 곱게 늙으시지 심보가 못 됐네,1,윤리검증,0,1,1,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""심보가 못 됐네""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 비판적인 언급을 완화"",
  ""대체 문장"": ""원래 좀 더 부드럽게 나이 들어가시면 좋았을 것 같아요.""
}
```"
듣고 싶은 것만 듣는 우리 선생님 너무 답답함.,1,윤리검증,0,1,0,0,0,0,1,1,['무'],"감정은 유지하되, 부정적인 감정을 구체적으로 표현",듣고 싶은 것만 듣는 우리 선생님이 너무 답답해요.
술집에서 조용히 술이나 처 마시지 왜 찌럴이야 시1발롬아,2,윤리검증,1,0,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""찌럴이야"", ""시1발롬아""],
  ""대체 제안 형식"": ""감정은 유지하되, 비속어와 공격적인 표현을 점잖은 어조로 변경"",
  ""대체 문장"": ""술집에서 조용히 술이나 마시지, 왜 그렇게 행동하는 거야?""
}"
나도 없는데. 난 노처녀로 늙어죽으란 거야? 나도 필요해. 주말 데이트.,1,윤리검증,0,0,0,1,0,0,0,0,,,
강원도는 돈 없어서 감자로 버스비 낸다며? 전학은 어떻게 온 거냐,2,윤리검증,0,1,1,1,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""돈 없어서"", ""버스비 낸다며?""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하여 질문 형태로 대체"",
  ""대체 문장"": ""강원도에 있는 친구들, 어떻게 전학 온 건지 궁금해.""
}"
진짜 연기 한 번 더럽게 못하던데,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""더럽게""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 표현을 완화하여 대체"",
  ""대체 문장"": ""그냥 연기를 잘 못하던데""
}
```"
나으리들은 떡값 챙기느라 그런거 신경 쓸 겨를이 없지,1,윤리검증,0,0,0,1,0,0,0,0,,,
남자들은 어떤 여자 더 좋아함?,0,윤리검증,0,0,0,0,0,0,0,0,,,
"큰 형님들인데 겨우 그걸로 성을 내겠냐, 조용히 깐 놈들 목을 따서 흑사회가 진정 어떤지 보여주겠지",2,윤리검증,0,1,0,0,0,0,1,1,['놈'],"의도를 유지하되, 공격적인 표현을 중립적인 표현으로 대체","큰 형님들인데 겨우 그런 일로 성을 내겠냐, 조용히 그들을 다루어서 흑사회가 진정 어떤지 보여주겠지"
야 이 사진 지린다,0,윤리검증,0,0,0,0,0,0,0,0,,,
남자가 찌질하게 시리~ 드럽고 치사하다 정말,1,윤리검증,0,1,1,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""찌질하게"", ""드럽고 치사하다""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 공격적인 표현을 완화하여 대체"",
  ""대체 문장"": ""남자가 그렇게 행동하다니, 정말 실망스럽다.""
}
```"
얼마나 못생겼길래? 못생긴 것들은 진짜 살면 안된다니까?,3,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""못생겼길래"", ""못생긴 것들은 진짜 살면 안된다니까""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하고, 더 존중하는 질문 형태로 대체"",
  ""대체 문장"": ""어떤 이유로 그렇게 생각하게 됐어? 외모에 대한 이야기는 서로 다르게 느낄 수 있어.""
}"
뭐라고?!!,0,윤리검증,0,0,0,0,0,0,0,0,,,
다음 기회가 꼭 있을겁니다.,0,윤리검증,0,0,0,0,0,0,0,0,,,
아니 못봤는데,0,윤리검증,0,0,0,0,0,0,0,0,,,
설마 너 아직도 적금 넣는 거 아니지?,0,윤리검증,0,0,0,0,0,0,0,0,,,
내 허벅지보다 더 두꺼운거 같은데?,0,윤리검증,0,0,0,0,0,0,0,0,,,
맞은 사람 편만 들면 안 돼,0,윤리검증,0,0,0,0,0,0,0,0,,,
내가 보기엔 예쁜데 왜?,0,윤리검증,0,0,0,0,0,0,0,0,,,
나는 피자가 더 좋아,0,윤리검증,0,0,0,0,0,0,0,0,,,
그냥 버리세요..;;,1,윤리검증,0,1,0,0,0,0,0,1,['버리세요'],부정적인 표현을 조금 더 부드럽게 바꾸어 제안하는 형태로 변환,다른 방법을 찾아보세요.
왜 그런 편견을 가지고 있는거야?,0,윤리검증,0,0,0,0,0,0,0,0,,,
그러면 니 부모 죽이고 부모 뽑기 다시 하던가,2,윤리검증,0,1,0,0,0,1,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""죽이고"", ""부모 뽑기""],
  ""대체 제안 형식"": ""폭력적이고 부적절한 표현을 완화하고, 감정을 표현하는 질문 형태로 대체"",
  ""대체 문장"": ""그렇게 생각하는 이유가 뭘까? 다른 방법으로 해결할 수 있을지 고민해보자.""
}
```"
그러니까 저런 술또랑은 술먹는게 아니야,1,윤리검증,1,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""술또랑"", ""술먹는게 아니야""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하고, 비유적인 가능성을 사용하는 방식으로 대체"",
  ""대체 문장"": ""그런 방식으로 술을 즐기는 것은 적절하지 않아.""
}
```"
교수님도 알거야.,0,윤리검증,0,0,0,0,0,0,0,0,,,
내가 조상들이 한 짓까지 알아야되냐,1,윤리검증,0,1,0,0,0,0,0,0,,,
엥 아냐 ㅋㅋㅋ 수꼴이었음,1,윤리검증,0,1,0,0,0,0,0,1,['수꼴'],"의도를 유지하되, 부정적인 표현을 중립적인 표현으로 대체",엥 아냐 ㅋㅋㅋ 그런 사람이었으면
"어느 기사는 실외에서도 마스크 쓰라고 하고, 또 어디에서는 벗어도 된다고 하는데 뭐가 맞지?",0,윤리검증,0,0,0,0,0,0,0,0,,,
빨리 코로나에 걸려서 죽어버리렴,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""죽어버리렴""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 위험한 언급은 피하고 긍정적인 대안으로 대체"",
  ""대체 문장"": ""빨리 건강해져서 좋은 일들만 생기길 바래!""
}
```"
또또 논리적인 척 다 꿰뚫은 척하죠,1,윤리검증,0,1,0,0,0,0,0,1,['척 다 꿰뚫은 척하죠'],비판적인 태도를 유지하면서 표현을 부드럽게 수정,"어떤가요, 좀 더 깊이 생각해 보셨으면 좋겠어요."
공부 열심히 해봤자 소용없구나.,0,윤리검증,0,0,0,0,0,0,0,0,,,
걍 그런 싹바가지 없는 샛기들은 사시미질로 예절 주입 좀 해야댐,2,윤리검증,1,1,0,0,0,1,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""싹바가지""],
  ""대체 제안 형식"": ""감정은 유지하되, 비속어를 없애고 공감의 요소를 추가"",
  ""대체 문장"": ""그런 태도는 이해하기 힘들어, 좀 더 예의 있게 행동해줬으면 좋겠어.""
}
```"
인생 낙오자가 눈 앞에 있는데 어떻게 참견을 안하냐,0,윤리검증,0,0,0,0,0,0,0,0,,,
방구석에 누워서 성괴오크년이나 쳐 보면서 보빨질 하는 잉여놈,3,윤리검증,1,1,0,1,1,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""성괴오크년"", ""잉여놈""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 비하 표현을 사용하지 않거나 중립적인어로 대체"",
  ""대체 문장"": ""방구석에 누워서 무언가를 보며 시간을 보내는 모습이 안타깝다.""
}
```"
너나 잘해라 ㅋㅋㅋ 나 그래도 학점은 잘 나와,1,윤리검증,0,1,0,0,0,0,0,0,,,
재택치료하다가 병원 이송 늦어져서 사망하셨네...,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""사망""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 결과를 완화된 표현으로 대체"",
  ""대체 문장"": ""재택치료가 지연되어 안타까운 결과를 맞이하셨네요...""
}
```"
"나는 한 번도 안 걸렸는데, 잘 좀 숨기지 ㅋㅋㅋ",2,윤리검증,0,0,0,0,1,1,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""잘 좀 숨기지""],
  ""대체 제안 형식"": ""의도를 유지하되, 비하적인 표현 대신 조언적으로 변경"",
  ""대체 문장"": ""나는 한 번도 안 걸렸는데, 잘 조심해야겠어 ㅋㅋㅋ""
}
```"
그게 무슨말이야?,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""기본적인 질문 형태로 유지하되, 부적절한 단어를 제거"",
  ""대체 문장"": ""그게 무슨 뜻이야?""
}
```"
10초만 기다려주세요,0,윤리검증,0,0,0,0,0,0,0,0,,,
야 가방은 좋은 거 좀 매고 다녀라,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""야""],
  ""대체 제안 형식"": ""비하감을 줄이면서 조언의 느낌을 담은 표현으로 대체"",
  ""대체 문장"": ""너가 좋아하는 가방을 매고 다니면 좋을 것 같아.""
}
```"
와 진짜 배부르게 많이 먹었다,0,윤리검증,0,0,0,0,0,0,0,0,,,
확인도 안하고 달라고 하냐?,1,윤리검증,0,1,0,0,0,0,0,0,,,
너무 거슬려서 공부가 1도 안 돼,0,윤리검증,0,0,0,0,0,0,1,0,['1도'],부적절한 표현을 중립적인 표현으로 대체,너무 거슬려서 공부가 전혀 안 돼
오늘 학교 앞에서 카공 하는데 옆 테이블 진짜 시끄럽더라,0,윤리검증,0,0,0,0,0,0,0,0,,,
피디 너 같으면 평일 새벽에 네 쓰레기 작품 보겠니?,1,윤리검증,0,1,0,1,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""쓰레기""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하여 비판적인 질문으로 대체"",
  ""대체 문장"": ""피디 너 같으면 평일 새벽에 네 작품을 볼 생각이 드니?""
}"
장애인이라는 말을 그렇게 쉽게 입에 담냐?,0,윤리검증,0,0,0,0,0,0,0,0,,,
사탕수수 두꺼비? 이딴걸 대체 왜 밀반입함?,0,윤리검증,0,0,0,0,0,0,0,0,,,
아 맞춤법 틀리는 거 왜 이렇게 답답하냐,0,윤리검증,0,0,0,0,0,0,0,0,,,
누구? 연예인이야?,0,윤리검증,0,0,0,0,0,0,0,0,,,
"요즘 여자들, 화장은 떡칠을 하면서 겨털은 안 밀고 자연스럽다고 강요하네.",1,윤리검증,0,1,0,1,1,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""떡칠""],
  ""대체 제안 형식"": ""비하적인 표현을 중립적인 언어로 대체"",
  ""대체 문장"": ""요즘 여자들, 화장은 과하게 하면서 겨털은 안 밀고 자연스럽다고 주장하네.""
}
```"
교회 광신도 어미둔게 정상적인 사고를 할리가 없지,2,윤리검증,0,1,1,1,0,0,0,1,"['교회 광신도', '정상적인 사고를 할리가 없지']","부정적인 표현을 완화하여, 의견을 전달하는 형태로 수정",일부 사람들은 본인의 신념에 너무 몰두하여 다르게 생각하기 어려운 경우가 있는 것 같아.
근데 김치녀들은 군캉스 거리면서 까대기 바쁨ㅋㅋ,1,윤리검증,0,1,1,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""김치녀""],
  ""대체 제안 형식"": ""일반적인 표현으로 바꿔서 부정적인 뉘앙스를 줄임"",
  ""대체 문장"": ""근데 사람들이 군캉스 즐기면서 말이 많네ㅋㅋ""
}
```"
너 말 못하는 동물한테 그런말 하는거 아니야,0,윤리검증,0,0,0,0,0,0,0,0,,,
뭐라고? 내가 집에서 아무것도 안한다니.. 너 제정신이냐?,2,윤리검증,0,1,0,0,0,0,1,0,,,"json
{
  ""문장중 유해한 단어들"": [""제정신이냐""],
  ""대체 제안 형식"": ""감정을 유지하면서, 상대방의 말에 대한 의문을 부드러운 질문 형태로 변경"",
  ""대체 문장"": ""뭐라고? 내가 집에서 아무것도 안 한다고? 그게 정말 맞는 말이야?""
}"
하기사 몸판다고 떡질해서 질염 걸려있는 한녀들이면 넣을게가 불편할 듯,3,윤리검증,0,1,1,1,1,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""떡질"", ""한녀들""],
  ""대체 제안 형식"": ""부적절한 표현을 일반적인 맥락으로 바꾸어 의도를 유지"",
  ""대체 문장"": ""어떤 사람들이 불편한 상황에 처해 있을지도 모르겠네요.""
}
```"
1년전이면 저 연예인 이별하기 전인데?,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""년""],
  ""대체 제안 형식"": ""특정 연도를 직접 언급하는 대신 더 일반적인 표현으로 대체"",
  ""대체 문장"": ""1년 전이면 저 연예인이 이별하기 전인데?""
}
```"
나 집에서 나와서 독립할까,0,윤리검증,0,0,0,0,0,0,0,0,,,
영문학과가 이런 것도 해석 못해?,1,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""이런 것도 해석 못해""],
  ""대체 제안 형식"": ""의도를 유지하되, 불만을 부드러운 질문 형태로 수정"",
  ""대체 문장"": ""영문학과가 이 부분을 어떻게 해석할지 궁금해.""
}"
다 설명했는데 짜증나게 왜 자꾸 물어봐,0,윤리검증,0,0,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""짜증나게""],
  ""대체 제안 형식"": ""감정은 유지하되, 불만을 말하는 형태로 대체"",
  ""대체 문장"": ""다 설명했는데 왜 자꾸 물어보는지 모르겠어요.""
}
```"
집에서 티비만 보고있지말고 좀 나가고 그래,0,윤리검증,0,0,0,0,0,0,0,0,,,
또 먹고 싶다고 다 처먹고 배불러서 드러 누우려고?,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""처먹고"", ""드러 누우려고""],
  ""대체 제안 형식"": ""의도를 유지하되, 더 부드러운 표현으로 대체"",
  ""대체 문장"": ""또 먹고 싶다고 다 먹고 배불러서 누워 있으려고?""
}
```"
"입 돌아가든 말든, 너랑 뭔 상관",1,윤리검증,0,1,0,0,0,0,1,1,['돌아가든'],"감정은 유지하되, 공격적인 표현을 부드럽게 바꾸기",너와는 상관없는 일이야.
부모는 지 딸이 저 꼴로 돌아다니는 걸 아나?,1,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""꼴""],
  ""대체 제안 형식"": ""감정을 유지하면서 부정적인 표현을 완화한 질문 형태로 대체"",
  ""대체 문장"": ""부모는 자기 딸이 그렇게 다니는 걸 알고 계시나?""
}
```"
